Title,Storyline
The Shamrock Spitfire,"The story of Irish fighter pilot Brendan ""Paddy"" Finucane, who at the age of just 21, became the youngest ever wing commander in the Royal Air Force, and one of its greatest and most celebrated fighter aces during World War II."
Borderless Fog,A detective is forced to confront the ghosts of her past while investigating a mysterious serial murder case along the Indonesia-Malaysia border.
Daredevil vs Punisher,"Matt Murdock balances law and vigilantism in Hell's Kitchen, growing darker. His hunt for his father's killer leads to conflict with the Punisher, forcing him to choose between alliance or stopping him."
Gracie and Pedro: Pets to the Rescue,A pampered show dog and a street-smart alley cat embark on a thrilling journey to find their family after being separated during a cross-country move.
Transplant,A Korean-American surgical resident pushes himself to extreme lengths while training under a legendary heart transplant surgeon who's obsessed with protecting his perfect reputation.
Ryan's World the Movie: Titan Universe Adventure,"Ryan's twin sisters Emma and Kate get trapped in a comic book world. Ryan enters this realm to rescue them, facing adventures, battles, and mishaps while attempting to bring them back before his parents discover their disappearance."
Suspended Time,"During COVID-19 lockdown in 2020, two married couples quarantine together in a country house, leading to rising tensions and revelations about their relationships."
Aneta,"Police ruled 23-year-old Aneta's death with 13 stab wounds a suicide. A decade later, the documentary ""Aneta"" reveals vital new evidence that could change everything in this controversial Czech case."
The Park Maniac,"Based on a true story, an infamous serial killer, who assaulted and killed several women in the 90s, gets on a collision course with a young journalist eager for the truth and a career-changing article."
"María, Me Muero","Maria's hypochondriac husband believes every cold is terminal. After enduring his antics, Maria takes matters into her own hands to address his irrational fear of death."
Guna guna istri muda,A young wife attempt to destroy a family using witchcraft.
Local Kung Fu 3,"LKF3 returns to the original story of LKF1. Bonzo earns his yellow belt and takes on a mission to flaunt his new skills. Meanwhile, the film traces the childhood of Dulu, Tansen, and Koku and the bond they share with their school teacher."
Apocalypse in the Tropics,Focuses on how the evangelical movement paved the way for the presidency of Jair Bolsonaro and poses the threat of a national theocracy in Brazil.
The Long Game,"Ambitious young actress Holly Sloan agrees to help her boyfriend Richard Metzger scam Hollywood legend Mariah McKay, but the two women strike up an unlikely friendship instead. Soon Holly must decide where her true loyalties lie."
Painter and Lampshade,"An artist meets a mysterious woman who becomes his model for his nude artwork. He then fantasizes making love to her; however, he always remembers her number one rule - she can't be touched."
Major Grom: The Game,"A year has passed since the defeat of the Plague Doctor, and Igor Grom has become a hero for the whole city. But now he is waiting for a fight with a new supervillain."
Black Creek,"A sheriff's sister seeks revenge against the terrifying leader of a group of outlaws after discovering he brutally murdered her brother, his wife, and other family members in a gritty southwestern town."
Nokturno,It centers on a Filipino family and a daughter who lives overseas as they get haunted by a primal and supernatural curse.
Lethally Blonde,Michelle's past secrets resurface with lethal consequences when her daughter joins the same sorority she once belonged to in college.
Lispectorante,"A woman going through an existential and financial crisis returns to her abandoned hometown. Through a crack in the ruins of the house where author Clarice Lispector lived, she begins to see fantastic scenes that will change her life."
Swede Caroline,"In this British Mockumentary, the competitive giant vegetable growing world is rocked by scandal when up-and-coming prospect Caroline has her prized marrow plants stolen."
Its Name Was Mormo,"A young family's life unravels into chaos as a sinister presence targets each member in its own malicious manner. Through the lens of police evidence, Mark, Diana, and Mia endure the torment of a demon deeply rooted in Greek mythology."
Dasama,"Follows a close circle of friends in a tiny village school. It seamlessly flashes between their past and present, highlighting the camaraderie and enthusiasm of their adolescence."
A Savior Red,"Five friends face life-threatening consequences after a botched drug deal, testing their friendship's limits as they navigate intense terror and brutality while fighting for survival."
Foreclosure 2,A new family moves into a neighborhood in hopes of meeting the ghost that lives in their home.
Nothing Even Matters,"Paroled after five years for a victimless crime, Travis is taken in by Benny, and her mother; their generosity turns into a life of crime and murder."
Arcadia,"Radiant psychologist Katerina has to confront her worst suspicions as she accompanies Yannis, an early once-respected doctor, to identify the victim of a tragic car accident at an off-season seaside resort."
The Roast of Tom Brady,"Tom Brady faces the heat in this livestreamed, star-studded roast hosted by Kevin Hart."
Stress Positions,"Terry, in strict quarantine in his ex-husband's Brooklyn home, cares for his injured nephew, a 19-year-old Moroccan model named Bahlul, drawing attention from everyone in his life."
Light,"After crash-landing in an escape pod on a dark and misty planet, a mother is hunted by an alien creature which is drawn to the lights she must use to find her missing son."
Anand Sreebala,"A common man's quest to unravel a law student's mysterious death leads him down a dark path, confronting secrets and his own demons in a high-stakes investigation."
Hayao Miyazaki and the Heron,"A two-hour window into the heart of Hayao Miyazaki's creative process, the documentary follows six long years of work during the making of The Boy and the Heron, the latest film by the master of Japanese animation."
Billie Eilish: Unfiltered,"Billie Eilish's unconventional style and unique sound have made her a cultural icon, with her music reaching millions worldwide and filling stadiums, establishing her as a top artist."
Bidurbhai,"Four friends from impoverished backgrounds scheme risky plan for quick money, initially enjoy lavish lifestyle but face moral dilemmas and harsh repercussions as consequences of their actions unfold."
The Mountain,Explores the journey of three young people as they seek solace under the watchful gaze of the Taranaki mountain and companionship in the spirit of adventure.
Life of Belle,"In 2018, Annabelle Starnes went missing. York County police released surveillance footage of the home in hopes of new leads."
The Ritual,"When given the chance to reunite with her deceased father, college sophomore Maria joins a paranormal academic group led by Louis. However, their scientific venture unearths an ancient ritual in which the group is doomed to take part."
White Snake: Afloat,"Xiaobai finally found Xu Xian, the reincarnation of Axuan, after 500 years, the two met on the Broken Bridge. Xiaobai and sister hid in the streets and alleys, started a lively life in human world with him and his brother-in-law Li Gongfu."
The Holiday List,"A woman sets out a well-intentioned plan of bringing her dysfunctional family together in the wake of the family's matriarch, her mother-in-law."
Seven Days,Imprisoned activist Maryam gets rare medical leave from Iran. She must choose between escaping or continuing her battle for human rights and democracy.
Kahar: Kapla High Council,"Set in 2005, Kahar, a socially invisible man, volunteers for Pilihanraya to protect his friend. Initially noble, his actions lead him down a path of malevolence and tyranny, risking his family's legacy."
Bagger Drama,"The family business demands their full attention: renting, selling and repairing excavators. But when the daughter dies, the family idyll falls apart at the seams. A new Heimatfilm with people searching and machines dancing."
À toute allure,A submarine officer and steward fall in love despite military duties. She dives for 90 days while he follows. Even oceans can't separate them - the world feels small when hearts are joined.
Heart Strings,"Willing to do anything for money and fame, Lucky and Billie fake their love and eventually become a real couple, willing to sacrifice their dreams of success for real love and real life music."
Ancika,"In 1995, Dilan, the former motorcycle gang leader, fell in love with Ancika, a woman who hated motorcycle gangs. Furthermore, Ancika didn't like dating, so Dilan had to find a way to conquer her, a very different woman from Milea, his ex."
Guruvayoor Ambalanadayil,"A young man never wanted to marry because his girlfriend married someone else. Five years later, he was all set to get married. But a discovery about his bride's extended family forces him to reconsider? Will he marry her?"
Frankenstein: Legacy,"England, 1875. A century after Victor Frankenstein's doomed experiment, his journals have traded hands for decades."
Witch,"Small town, England. 1575. William embarks on a journey to prove the innocence of his wife, Twyla, falsely accused of being a witch and will be put to death if found guilty. William must hunt down the real witch, to save Twyla from death."
Freediver,"Chronicles Alexey Molchanov's daring attempt to set multiple freediving world records in 2023, paying tribute to his late mother while confronting adversity and testing the boundaries of human endurance in this extreme sport."
Visfot,A Mumbai slum family's cramped life contrasts a rich high-rise family's luxury until their lives fatefully intersect one day.
Ipar Adalah Maut,Nisa and Aris initially happy household will be shaken by the appearance of Nisa's younger sibling who lives with them.
Rise of OnlyFans,"The Rise of OnlyFans is an illuminating documentary that provides a comprehensive exploration of the unprecedented growth and cultural impact of the groundbreaking platform, OnlyFans."
Joli joli,No description available
À bicyclette!,"Mathias takes his best friend Philippe on a bicycle road trip. Together they will retrace the journey that Youri, his son, had undertaken before tragically disappearing. An epic that they will experience with tenderness, humor and emotion."
Gaucho Gaucho,"A celebration of Argentine Gauchos, a community of cowboys and cowgirls living beyond the modern world's boundaries."
Jazzy,"Jazzy navigates the space between childhood and young adulthood. When her best friend moves away, Jazzy experiences both a sense of loss and her first inkling of independence."
Des Töchterleins Leid,No description available
The Holiday Club,Follows two friends growing relationship over the course of a year in holidays.
Clickbait: Unfollowed,A group of influencers are invited to a house for a competition with deadly consequences.
Fly,"Over seven years, three couples involved in the extreme sport of BASE jumping test the limits of love and life itself. Risking everything for the thrill of the jump, their dedication is put to the ultimate test."
Familiar Touch,"An octogenarian woman transitions to life in assisted living as she contends with her conflicting relationship to herself and her caregivers amidst her shifting memory, age identity, and desires."
A Hip Hop Story,A pioneer of the culture joins forces with a few of rap music's elite performers to attempt to save hip hop.
Where Dragons Live,"A family sorts through belongings left behind in their former home, revisiting the whimsical and demanding natures of their late parents as they confront relics from the past."
Osomoy,"Urbi is caught between her middle-class background and her wealthy university friends. As she chases her dreams in this privileged world, she falls into life-altering chaos, paying dearly for her ambitions."
The Jack in the Box Rises,"When a creepy Jack-in-the-Box is discovered and opened on the grounds of an exclusive girls' school, six brave students soon enter a fight to the finish against the unleashed demon."
Shark Girl,"When a beautiful young influencer survives a mysterious shark attack, she becomes a monstrous apex predator, hunting and feeding in sunny Venice Beach, California."
Soda,"In 1956, a seamstress arrives in a Holocaust survivor community. Rumors surface about her past as Capo. Shalom, resistance fighter, torn between attraction and duty to expose her history. Community tensions rise over her true identity."
Rabia,"Driven by the promise of a new life, Jessica, a 19-year-old Frenchwoman, leaves for Syria to join Daech. Arriving in Raqqa, she joins a home for the future wives of combatants, and soon finds herself the prisoner of Madame, the charismatic director who runs the place with an iron fist. Inspired by true events."
Queen Lateefah,"A businessman falls for a wealthy and successful woman, only to discover that she is not all that she seems."
.ask,"Chris Vander Kaay, a YouTuber in his mid-40s, takes a mysterious coach's advice to be brutally honest with his audience. His channel and life improve, but unforeseen darker consequences soon begin to unfold."
Child Star,"Examine how some of the most well-known former child stars, such as Lovato, deconstruct the highs and lows of growing up in the spotlight and how their ascension to fame, riches, and power affects their futures."
Operation Undead,"1941. Chumphon Province, Thailand. Mok and his ragtag unit of young soldiers are thrown against the invading Japanese forces. The invaders bring with them a terrifying biological weapon, unaware that it has plans of its own."
Kix,"Two filmmakers document over a decade Sanyi, a Budapest boy's turbulent childhood in dysfunctional home, charting his path from mischievous kid to troubled adolescent amid poverty and parental neglect."
Jamalinte Punjiri,"In a world where injustice reigns and society turns a blind eye, one man rises against the tide of apathy."
Tu Sangre,"My mother vanished inside the boarding school where she worked. Through a Ouija board, she told me to look for her. My name is Sofia. I'm 14 years old and I'm going to enroll at the boarding school to find the body of my mother."
The Crossroads,"Ex-cowboy war vet with PTSD meets hitchhiking singer/songwriter with trust issues. He shows her simpler life, they bond over inner demons. Develop relationship after finding commonalities in each other's struggles."
Devon,"After their daughter vanished from an asylum, Devon's parents engage five explorers to investigate the abandoned site years later via cryptic website, unaware of the sinister one-way journey and terrifying deadly experience awaiting them."
The Kindness Within: A Journey to Freedom,"Former broker Leon Logothetis transforms from suicidal to spiritual seeker, traveling through India to find life's meaning. He meets spiritual leaders and serves others while discovering inner truth."
Phir Aayi Hasseen Dillruba,"While evading the cops in Agra, Rani and Rishu scheme to run away together. But when their plans go awry, Rani asks a mild-mannered admirer for help."
Red Flag,"Gina, a car saleswoman, starts dating Red, a coworker with a reputation for womanizing. Their intense romance progresses quickly, but doubts surface about Red's intentions and potential warning signs."
Mother's Instinct,Love. Law. Loss. One choice will change everything.
Money Electric: The Bitcoin Mystery,"Cullen Hoback investigates the origins of Bitcoin and its anonymous creator Satoshi Nakamoto, exploring the potential of this cryptocurrency on the global financial system and who could hold immense power if it became mainstream."
Maryang Palad,"Lando starts working on a ship where women board to entertain the crew at each dock. He finds his ex-lover Marya, renowned for her 'magical hands,' is among them."
The Quintessential Quintuplets Specials 2,"Futaro and quintuplet wives plan Hawaii honeymoon trip. Despite achieving dreams, they face worries. During preparations, incident causes panic."
Mother Father Sister Brother Frank,A suburban family plots murder when an uncle crashes Sunday dinner with a nasty surprise.
BXL,No description available
The Sleeping Woman,"Ana, a nursing assistant, begins to feel attracted to Agustín, the husband of a woman in a coma whom she cares for. She then begins to be harassed by strange phenomena who want to throw her out of the house and separate her from Agustín."
Invasión,"Aliens have invaded Earth, and as a result, two prisoners from opposing sides are locked in a cell, three Spanish soldiers seek refuge in a factory, and a married couple of scientists is left alone with an imprisoned extraterrestrial."
The Waiter,"Akpos, a struggling individual, takes a temporary job as a waiter at Crystal Hotel for an event hosted by the Minister of Poverty Alleviation, where a scheme to assist the underprivileged is being launched."
Chapter 51,"An FBI agent investigates footage from film ""Dissident"" where multiple actresses in the same role have died during production, searching for The Hollywood Killer's identity. The suspect pool is vast and deceptive."
Khadari,"Guru is a 23-year-old wrestling champion in college. Amrit, 22, captains the kho-kho team and loves Guru until learning of his history, angering her. Can she get past it?"
The Windigo,"A Native American teen resurrects an ancient demon to protect his family from meth dealers, but finds the creature's bloodlust uncontrollable, forcing the family to break the curse before becoming its next victims."
Il dolore nascosto,"Giovanna (Micheloni) is a woman in her sixties, grappling with the account of a life: is she satisfied with what she has done?"
Becoming Madonna,"Madonna's rise to fame from 1978 to 1992, exploring her personal life, controversies, and the challenges she faced during that period."
Puntos suspensivos,"It follows Leo, an author. He is visited by a man claiming to be a journalist in a secret location where Leo is penning his next novel, but only his agent knows where he is."
Hu Die Da Shia,"Chen Wei and her daughter move into the Butterfly Mansion to escape her abusive husband, only to discover eerie occurrences and the mystery of the forbidden Room 613. As the Chinese ghost month unfolds, the worlds of the living and dead."
The Everything Pot,"When married 50-something Rachel RSVPs and sends a gift way too quickly to an acquaintance's wedding, this seemingly insignificant faux pas snowballs into a series of misunderstandings that threaten to destroy two marriages at once."
To Dye For: The Documentary,"After discovering that their child has a life-altering sensitivity to synthetic dyes, parents and first-time filmmakers Brandon and Whitney Cawood are documenting their journey to unravel the impacts of synthetic dyes."
"MoviePass, MovieCrash","Exploring the company founding and the implosion of the business by outside investors who took over the company, left it bankrupt and under investigation."
Jorge da Capadócia,Story revolves around the life of Saint George also known as George of Lydda. He was an early Christian martyr and is venerated as a saint in Christian faith.
By the Stream,"Jeonim, a lecturer, persuades her uncle to direct her school's theatrical skit due to his past experience. While sketching near a stream, a scandalous incident involving students occurs, implicating Jeonim and her uncle."
Nu er de nu er,Movie explores the mother-daughter relations as well as an and IVF journey.
The Binding,"Binyamin (21), moved to Tel aviv after coming as gay and facing the trauma after his brother death for which he feels responsible. Binyamin's life takes turn when his relationship with Avinoam (49), the pub owner he works, grows closer."
Muxmäuschenstill X,No description available
Kid Snow,"Set in a 1970s sweat-drenched world of tent boxing in outback Western Australia, Kid Snow is a film about breaking free from the cycle of loss and regret."
Nearing Death,Torment near death that is difficult to ward off with prayer terrorizes a family. What sin did they commit?
Becky,"A pretty, twisted and dangerous woman becomes obsessed with a happily married man who recently moves into the neighbourhood and wreaks havoc in every aspect of the couple's life."
Karma's a Bitch,"It follows Charley Stevens as she moves to the town where her recently deceased mother grew up. After arriving, Charley is plagued with strange nightmares that tease a horrific event, hinting at why her mother left town."
Dirty Money,"Two detectives struggling with their own needs, succumb to temptation when handling a large amount of cash"
Illegal Hayatlar: Meclis,"In the realm of underground gambling, Mahsun, Sahin, and Mehmet find themselves entangled in a web of deception. Their fake political party's parliament entry leads them to further exploit the absurd situation for personal gain."
In the Name of Blood,"In the working-class neighborhoods of Nice, a pillar of the local Georgian community is murdered. His son Tristan, who aspires to become an orthodox priest, finds himself alone with his grieving mother. Gabriel, his older brother with a troubled past, reappears and returns from a long exile to make amends by washing away his family's honor."
Rally Caps,A young baseball player has his dreams of pitching for a Little League travel team derailed by a devastating injury on the field.
The Birds Who Fear Death,"Two brothers, disinherited and desperate for cash, journey into the Canadian wilds to find themselves, their people and their fortune."
The Hallowed Knight,"In the aftermath of a devastating war, a knight flees the final battle to save his own skin, forsaking his kingdom to ruin. Embarking on a harrowing odyssey through a desolate land, he encounters a witch who offers him one way out alive."
Una ballena,Ingrid is a lonely contract killer. She never fails. She leaves no trace. No one knows her origin.
Wisdom of Happiness,"Dalai Lama, talks directly to camera about inner peace, happiness, and potential for peaceful, happy 21st century."
"Hemet, or the Landlady Don't Drink Tea","A tyrannical landlady lords it over her tenants during an epidemic, pitting them against each other in a web of paranoia spun for deadly results."
Peripheral,A woman's husband goes missing soon after moving into their new home. But strange paranormal events start to occur upon his return.
Diciannove,"A curious student embarks on a journey of self-discovery, learning that the path, no matter how unfamiliar or daunting, is worthwhile."
Sayara,"When her sister is murdered by a group of politically connected rich kids, Sayara, a quiet gym cleaner from Turkmenistan, begins to follow in her father's footsteps, seeking a path of revenge."
She's Got No Name,"A bizarre case caused thousands of waves. There are different opinions on the truth. When the whole story of the case was gradually restored like pieces of a puzzle, people realized that the truth was not that important anymore."
Sorgavaasal,A common man imprisoned in a corrupt system questions whether jails truly rehabilitate or push individuals deeper into crime's abyss.
Le beau rôle,No description available
Visiting Hours,The wives of two inmates serving time in the same penitentiary develop a surprising kinship.
Odd Fish,"When two childhood friends get an unexpected opportunity to keep their fish restaurant open all year round, one of them comes out of the closet as a trans woman, putting a strain on their friendship and they see their lives in a new light."
They Called Him Mostly Harmless,"A hiker found dead in Florida wilderness is identified by internet sleuths after 2 years. His identity triggers more questions as multiple hikers claim to have met him, but he never revealed his name."
The Death That Awaits,A drifter searching for answers to a mystery from her past takes on a job looking after a sick teen who is undergoing a mysterious transformation her family will do anything to stop.
Usher: Rendezvous in Paris,"Captures Usher's Vegas residency's essence during Paris Fashion Week, featuring hits like ""Yeah!"", ""My Boo"", ""Love In This Club"" with new costumes, lighting, and effects, plus behind-the-scenes glimpses of his life beyond the stage."
"Disco, Ibiza, Locomia","Follows the Spanish group Locomía, showcasing the ins and outs of club culture, the golden age of record companies and the explosion of Latin music in Miami."
Miyazaki: L'Esprit de la Nature,"A documentary exploring the life and influential works of Japanese animator Hayao Miyazaki, known for films like My Neighbor Totoro and Spirited Away, focusing on his passion for animation and advocacy for the natural world."
Non Negotiable,"Alan Binder is a skillful hostage negotiator, the best in Mexico, who will soon face the most crucial case of his career when the President and his lover are kidnapped. The kidnapper demands to negotiate only with him."
American Trash,"A war veteran suffering from PTSD finds solace in the company of a free-spirited environmentalist. Bonding over shared secrets the couple navigate the streets of Venice California in search of happiness. However, their romance takes an unexpected turn."
New Wave,"Exploring the defiant Vietnamese new wave music scene, a filmmaker takes a vulnerable, personal look at her community revisiting their unexamined past."
Beauty and the Billionaire: Bali,Bali visit for business publicity turns sour as billionaire angers locals. Uncle's accident necessitates round-the-clock care from mistreated doctor. Tangled events jeopardize high-stakes negotiations.
Demise,"Caleb Castillo, a Latino landscaper, is involved in a scandal with fashion star Fiona Hernandez and is devoted to his wife Celine. They break up, and Celine reclaims her son Brody (Fiona's & caleb's), despite Caleb's promises to leave her."
Alles Fifty Fifty,A divorced couple takes a trip to Italy for a family vacation with their young son and her new boyfriend.
Passport to Love,"A successful international travel writer, Nicole, has scored a dream seaside rental to research her newest vacation article only to discover it has accidentally been booked also by Kade, a marketing rep for a competing travel magazine."
Sad Jokes,"Joseph, a gay movie director, raises a child with his friend Sonya. When she is hospitalized, he becomes the boy's primary caregiver and has to juggle daily tasks with his artistic work."
Raghu Thatha,"This is the hilarious story of a rebellious young woman, Kayalvizhi, who is forced to choose between principle and patriarchy."
Eye for an Eye 2,"A blind swordsman reluctantly mentors an orphan seeking vengeance for his destroyed family, teaching him martial arts skills. The orphan waits for an opportunity to avenge his kin."
Castration Movie Anthology I: Traps,No description available
The Way We Speak,"An up-and-coming writer refuses to leave the spotlight when his best friend and debate opponent suffers cardiac arrest, leading to an obsession over his new opponent and a growing rift with his ailing wife."
Barbie & Kendra Crash Joe Bob's Drive-In Jamboree,"Barbie and Kendra race to save Joe Bob Briggs' drive-in from a land baron's plans for a golf course while professing their love for Joe Bob and his sidekick, hoping to catch a terrible movie in the process."
Diddy: Summit to Plummet,"Call him Diddy, Puff Daddy, or Brother Love. No alias can mask the flood of sexual abuse lawsuits levied against music mogul Sean Combs. Will 3 decades of bad boy behavior be his swan song?"
The Neighbor,"Thriller about an innocent college boy and the woman who would introduce him to manhood. Alex meets his new sultry neighbor, Rose, who awakens his sexual desire and gives him his first sexual experience only to learn a trap awaits him."
The Promise,"Embark on an inspiring journey with Craig Hamilton, a best-selling author who overcame suicidal battles. This story of hope shares a poignant exploration of resilience and transformation in the realm of mental health."
Bogieville,A young couple on the run come across a derelict trailer park 'Bogieville'.
Suckers,"Seven social media stars eagerly wander into a glamorous Hollywood event, only to find themselves at the mercy of a vengeful vampire host."
Lolo and the Kid,A hustler and the child he took in routinely con the wealthy - but a life-changing opportunity could end their inseparable bond.
Palasher Biye,"In a North Kolkata family led by Sudhamoyi Devi, Palash loves Shalini, but her Bangladeshi background and East Bengal support clash with his family's Mohun Bagan loyalty and bias. Can Palash overcome these obstacles?"
Brewster's Millions: Christmas,"Follows Morgan Brewster's quest to inherit her uncle's fortune before Christmas. Amid holiday chaos, she discovers love, faith, and family's importance through giving."
Call of Duty,No description available
Gaganachari,"A dystopian comedy that takes place in the 2040's, where an apartment inhabited by three problematic bachelors soon becomes a haven for an extra-terrestrial female fugitive."
The Train of Death,"Bloody terror wiped out the Sangkara Train carriages one by one, putting passengers at risk of life and death."
God & Country,"Looks at the implications of Christian Nationalism and how it distorts not only the constitutional republic, but Christianity itself."
Vithaikkaran,Revolve around smuggling and how protagonist is given the charge to retrieve certain withheld goods.
Nemlizade,"Unable to marry his love Kerim due to poverty, Onur becomes the neighborhood headman after his uncle is paralyzed. Despite locals' disapproval, he and friends strive to retain the position."
Meet Me in Rome,"3 women arrive in Rome ready to risk it all for love. They become the leading ladies in their very own rom-com. Handsome suitors and steamy romance await. Will our ladies find the love they're looking for, or leave as single as they came?"
Straight A Pregnancy,Brilliant student Kelsey gets pregnant after a one-night stand with notorious frat boy Ben. He cuts her off until learning about the pregnancy.
The Plot,The story is about a hitman named Brain who suffers an accident during a murder and struggles to survive while suspecting everyone around him to find out who is behind the accident after barely surviving.
The Throwback,"A married couple are thrown into a crisis when the wife, an under-appreciated and stressed ""supermom,"" suffers a post-traumatic breakdown during the holiday season, causing her to regress to her college-age, party-girl self."
Paper Flowers,"Paper Flowers-a USC grad's quest for change in Peru is cut short by cancer. Back home, he finds strength in family and his college love. Shalin's viral manifesto urges cherishing every moment-a true tale of love, legacy, and now."
Sir,The people of Mangollai village like Colochi Saami and Saamikannu opposed education for the poor while people like Annadurai and Sivangaanam fought against oppression.
13th Summer,"During their annual vacation at an isolated beach, Ben and Vee unexpectedly encounter a mysterious backpacker who draws them into a twisted web of lies, deceit and ultimately, revenge."
Alpha.,"Rein, snowboard teacher, works in the Alps. Receives a visit from his father Gijs from the Netherlands. The two venture into the snow-capped mountains where they clash both with each other and with the merciless nature that surrounds them."
Patna Shukla,"Tanvi Shukla, a lawyer in Patna's lower court, who is living her childhood dream of becoming a lawyer."
Woh Bhi Din The,"A renowned photojournalist returns to his alma mater as a guest speaker, reminiscing about his carefree school days and first love"
A Bronx Tale: The Original One Man Show,"One man lives in the neighborhood, another man owns it. A devoted father battles the local crime boss for the love of his son"
Warchief,"A group of guardians are tasked with protecting a messenger who must deliver vital information to their king. On their journey through an ancient land, they face a battle filled with plagues, dark magic and vile monsters."
Mikado,"Mikado and Laetitia home-school Nuage and Zephir while living in a van. The van breaks down, so the family must spend the summer in a house. The change challenges their alternative lifestyle."
The Holiday Exchange,"Wilde must cope with vacationing as a bachelor, so he decides to swap houses on an LGBTQ app with Oliver. In their efforts to escape their woes they end up meeting two locals who set romance on fire from LA to the charming town of Brilfax."
Ghost Cat Anzu,"Friendship shared between Karin, a strong-minded girl sent to live with her monk granddad in the Japanese countryside, and Anzu, the even-more unpredictable phantom feline who acts as her guardian."
N'avoue jamais,"A former French general married for 50 years learns that his wife cheated on him 4 decades ago. He is resolved to avenge his honor and, surrounded by his wife and their 3 children, he goes hunting for the culprit on the Côte-d'Azur."
Puratawn,"Ritika and Rajeev visit her ancestral home to attend her mother's 80th birthday celebration, only to discover her mother's deteriorating mental state, forcing Ritika to confront this difficult reality and its permanence."
Best Man Dead Man,A bachelor party in the middle of nowhere quickly turns into a night of murder and mystery when the best man ends up with a knife in his head. Everyone is a suspect and only an eccentric private eye in town can solve the mystery.
Nunakuzhi,A young man caught in a web of lies and mistaken identities.
Max Dagan,"Trying to get his dying father out of prison with a compassionate release, Max Dagan needs the help of the daughter of the man his father killed."
The Sparrow in the Chimney,The stark personality differences between sisters Karen and Jule become apparent as their families come together for a birthday party.
Dog on Trial,"Avril, a young lawyer specializing in animal defense, goes to great lengths to save her client, a repeat-offender dog, from capital punishment. This dog helps Avril accept her own human complexity."
Nedelja,Life of Dzej Ramadanovski the popular Serbian folk singer.
Saturn,"When a mysterious planet appears in the sky, a young father must choose between the life he loves and an ancient call to save the world."
840,No description available
Le choix,"Joseph Cross, a construction manager, drops everything to rush from the distant suburbs to a hospital. During the journey, Joseph tries to resolve emergency by telephone."
Oshi no Ko: The Final Act,"Goro is a gynecologist and idol fan who's in shock after his favorite star, Ai, announces an impromptu hiatus. Little does Goro realize that he's about to forge a bond with her that defies all common sense!. Lies are an idol's weapon!."
Thirst Trap,A struggling cam girl who dreams of making it big in Hollywood catches the eye of a fan who's obsession may cost her everything.
Mayan,A a mythological mysterious film based on Indian mythology and Mayan tribes and their connection with the apocalypse of this world. Talks about the origins of human and their end.
Salitan,A wife suspects her husband of infidelity during a trip to Bali. She meets an attractive stranger who stirs unfaithful feelings within her. She contemplates encouraging her husband's unfaithfulness to reduce her guilt.
The Girl Who Wore Yellow Lace,"Arianna has just signed up with the biggest modeling agency in town. What appears to be a dream come true, has turned into a nightmare. One by one, beautiful models are being found murdered by a mysterious masked killer. Will the Girl who wore yellow lace be his next victim?"
Ayalaan,"A lost alien seeks help to go back to his home, but everything gets harder after the alien returns to its home."
Ho visto un re,"In the fascist era, Emilio's father captures an African prince. To the child it seems like a great adventure."
The School Duel,"When an opportunity for twisted notoriety arises, a tormented 13-year old, Sammy, enlists in a deadly competition."
Balinsasayaw,"A rich woman marries a charming womanizer who conspires with his wife's best friend. When all the revelations are exposed, the tables suddenly turn."
Beautiful Rebel,"The origin story of one of Italy's greatest rock stars, Gianna Nannini, who chased her dream despite obstacles from her family and the music industry."
The Grand Siege,"After the passing of his wife Berna, Macit's hope for a fresh start is put to test by his son Alp and his wife's assistant Feyza, both strongly attached to Berna's legacy."
The Signature,"After 35 years of marriage, Madhu falls critically ill, leaving Arvind torn between hope and acceptance as she lies on life support."
Hobal,The Saudi family is following strict instructions from their grandfather to remain confined in the desert during the early 1990s. A series of events shakes the family's foundation and they find them in a struggle between life and death.
Meet the Leroys,A man takes his wife and their teenage children on a road trip down memory lane while facing divorce.
Diving Into the Darkness,"Diving Into The Darkness is a jaw-dropping yet intimate portrait of cave diving icon Jill Heinerth, and the nail-biting challenges and risks she's faced to go where no man or woman has gone before."
Purushothamudu,Purushothamudu Films is base on true event.
Ghost Planet,A group of astronauts venture to a mysterious planet to claim the find of the century.
The Lost Girl,"""The Lost Girl"" follows 5-year-old Suhani separated during the 1984 Sikh riots, surviving 15 years with strangers. Memories haunt her until she escapes, embarking on a journey to find her true identity and family."
Dear Kelly,"Filmmaker Andrew Callaghan investigates about the life of Kelly Johnson, a participant at a 2021 White Lives Matter rally in Huntington Beach, California, delving into Johnson's background and beliefs."
Stormy,Behind the curtain with Stormy Daniels as she shares her story. The film follows her reinventing herself while grappling with events from 5 years earlier that made her an unlikely American icon.
Out of Control,A marriage is threatened when the husband's first love comes back to town.
"Akiko, der fliegende Affe",No description available
Wanita Ahli Neraka,"The life of a woman named Farah. After officially getting married and having the status of a wife, Farah was suddenly possessed by a dark power until she slowly lost control of herself."
Gaami,"Shankar, an amnesiac Aghori who suffers from the fear of touch, goes on a dangerous Himalayan trail in search of a mythical cure for his condition. What happens when his past uncovers the way for him?"
Laura,"Laura, a talented influencer and beloved friend to many, struggles as she becomes paralyzed due to a horrific accident caused by her lover, Jojo."
Grüsse vom Mars,"A young Autistic boy and his two siblings have to stay for 4 weeks with their grandparents while their mother is away. Because of his unique abilities and interest in space missions, he considers his grandparents land an isolated planet."
